,Wojewodztwo,ICD10,Rok,Liczba
20785,28,C70,2006,36
20786,28,C70,2007,36
20787,28,C70,2008,18
20788,28,C70,2009,36
20789,28,C70,2010,36
20790,28,C70,2011,36
20791,28,C70,2012,36
20792,28,C70,2013,8
20793,28,C70,2014,36
20794,28,C70,2015,36
20795,28,C71,1999,36
20796,28,C71,2000,36
20797,28,C71,2001,36
20798,28,C71,2002,36
20799,28,C71,2003,36
20800,28,C71,2004,36
20801,28,C71,2005,36
20802,28,C71,2006,36
20803,28,C71,2007,36
20804,28,C71,2008,36
20805,28,C71,2009,36
20806,28,C71,2010,36
20807,28,C71,2011,36
20808,28,C71,2012,36
20809,28,C71,2013,32
20810,28,C71,2014,36
20811,28,C71,2015,36
20812,28,C72,1999,18
20813,28,C72,2000,36
20814,28,C72,2001,36
20815,28,C72,2002,36
20816,28,C72,2003,18
20817,28,C72,2004,18
20818,28,C72,2005,18
20819,28,C72,2006,18
20820,28,C72,2007,18
20821,28,C72,2008,36
20822,28,C72,2009,36
20823,28,C72,2010,36
20824,28,C72,2011,36
20825,28,C72,2012,36
20826,28,C72,2013,2
20827,28,C72,2014,36
20828,28,C72,2015,36
20829,28,C73,1999,36
20830,28,C73,2000,36
20831,28,C73,2001,36
20832,28,C73,2002,36
20833,28,C73,2003,36
20834,28,C73,2004,36
20835,28,C73,2005,36
20836,28,C73,2006,36
20837,28,C73,2007,36
20838,28,C73,2008,36
20839,28,C73,2009,36
20840,28,C73,2010,36
20841,28,C73,2011,36
20842,28,C73,2012,36
20843,28,C73,2013,22
20844,28,C73,2014,36
20845,28,C73,2015,36
20846,28,C74,1999,36
20847,28,C74,2000,36
20848,28,C74,2001,36
20849,28,C74,2002,36
20850,28,C74,2003,36
20851,28,C74,2004,18
20852,28,C74,2005,36
20853,28,C74,2006,36
20854,28,C74,2007,36
20855,28,C74,2008,18
20856,28,C74,2009,18
20857,28,C74,2010,36
20858,28,C74,2011,36
20859,28,C74,2012,36
20860,28,C74,2013,3
20861,28,C74,2014,36
20862,28,C74,2015,36
20863,28,C75,1999,36
20864,28,C75,2000,36
20865,28,C75,2001,18
20866,28,C75,2002,36
20867,28,C75,2003,18
20868,28,C75,2004,18
20869,28,C75,2005,18
20870,28,C75,2006,36
20871,28,C75,2007,18
20872,28,C75,2008,18
20873,28,C75,2009,18
20874,28,C75,2011,18
20875,28,C75,2012,36
20876,28,C75,2013,1
20877,28,C75,2014,18
20878,28,C75,2015,36
20879,28,C76,1999,36
20880,28,C76,2000,36
20881,28,C76,2001,36
20882,28,C76,2002,36
20883,28,C76,2003,36
20884,28,C76,2004,36
20885,28,C76,2005,18
20886,28,C76,2006,36
20887,28,C76,2007,36
20888,28,C76,2008,36
20889,28,C76,2009,36
20890,28,C76,2010,36
20891,28,C76,2011,36
20892,28,C76,2012,36
20893,28,C76,2013,12
20894,28,C76,2014,36
20895,28,C76,2015,36
20896,28,C77,2001,18
20897,28,C77,2002,18
20898,28,C77,2006,18
20899,28,C77,2007,36
20900,28,C77,2008,36
20901,28,C77,2009,36
20902,28,C77,2010,36
20903,28,C77,2011,36
20904,28,C77,2012,36
20905,28,C77,2013,11
20906,28,C77,2014,36
20907,28,C77,2015,36
20908,28,C78,1999,36
20909,28,C78,2000,36
20910,28,C78,2001,36
20911,28,C78,2002,36
20912,28,C78,2003,36
20913,28,C78,2004,36
20914,28,C78,2006,18
20915,28,C78,2007,36
20916,28,C78,2008,36
20917,28,C78,2009,36
20918,28,C78,2010,36
20919,28,C78,2011,36
20920,28,C78,2012,36
20921,28,C78,2013,16
20922,28,C78,2014,36
20923,28,C78,2015,36
20924,28,C79,1999,36
20925,28,C79,2000,36
20926,28,C79,2001,36
20927,28,C79,2002,18
20928,28,C79,2003,36
20929,28,C79,2004,18
20930,28,C79,2005,18
20931,28,C79,2006,36
20932,28,C79,2007,36
20933,28,C79,2008,36
20934,28,C79,2009,36
20935,28,C79,2010,36
20936,28,C79,2011,36
20937,28,C79,2012,36
20938,28,C79,2013,10
20939,28,C79,2014,36
20940,28,C79,2015,36
20941,28,C80,1999,36
20942,28,C80,2000,36
20943,28,C80,2001,36
20944,28,C80,2002,36
20945,28,C80,2003,36
20946,28,C80,2004,36
20947,28,C80,2005,36
20948,28,C80,2006,36
20949,28,C80,2007,36
20950,28,C80,2008,36
20951,28,C80,2009,36
20952,28,C80,2010,36
20953,28,C80,2011,36
20954,28,C80,2012,36
20955,28,C80,2013,19
20956,28,C80,2014,36
20957,28,C80,2015,36
20958,28,C81,1999,36
20959,28,C81,2000,36
20960,28,C81,2001,36
20961,28,C81,2002,36
20962,28,C81,2003,36
20963,28,C81,2004,36
20964,28,C81,2005,36
20965,28,C81,2006,36
20966,28,C81,2007,36
20967,28,C81,2008,36
20968,28,C81,2009,36
20969,28,C81,2010,36
20970,28,C81,2011,36
20971,28,C81,2012,36
20972,28,C81,2013,20
20973,28,C81,2014,36
20974,28,C81,2015,36
20975,28,C82,1999,36
20976,28,C82,2000,36
20977,28,C82,2001,36
20978,28,C82,2002,18
20979,28,C82,2003,36
20980,28,C82,2004,36
20981,28,C82,2005,36
20982,28,C82,2006,36
20983,28,C82,2007,36
20984,28,C82,2008,18
20985,28,C82,2009,36
20986,28,C82,2010,36
20987,28,C82,2011,36
20988,28,C82,2012,36
20989,28,C82,2013,12
20990,28,C82,2014,36
20991,28,C82,2015,36
20992,28,C83,1999,36
20993,28,C83,2000,36
20994,28,C83,2001,36
20995,28,C83,2002,36
20996,28,C83,2003,36
20997,28,C83,2004,36
20998,28,C83,2005,36
20999,28,C83,2006,36
21000,28,C83,2007,36
21001,28,C83,2008,36
21002,28,C83,2009,36
21003,28,C83,2010,36
21004,28,C83,2011,36
21005,28,C83,2012,36
21006,28,C83,2013,21
21007,28,C83,2014,36
21008,28,C83,2015,36
21009,28,C84,1999,36
21010,28,C84,2000,36
21011,28,C84,2001,36
21012,28,C84,2002,18
21013,28,C84,2003,18
21014,28,C84,2004,36
21015,28,C84,2005,36
21016,28,C84,2006,36
21017,28,C84,2007,18
21018,28,C84,2008,36
21019,28,C84,2009,18
21020,28,C84,2010,36
21021,28,C84,2011,36
21022,28,C84,2012,36
21023,28,C84,2013,9
21024,28,C84,2014,36
21025,28,C84,2015,36
21026,28,C85,1999,36
21027,28,C85,2000,36
21028,28,C85,2001,36
21029,28,C85,2002,36
21030,28,C85,2003,36
21031,28,C85,2004,36
21032,28,C85,2005,36
21033,28,C85,2006,36
21034,28,C85,2007,36
21035,28,C85,2008,36
21036,28,C85,2009,36
21037,28,C85,2010,36
21038,28,C85,2011,36
21039,28,C85,2012,36
21040,28,C85,2013,18
21041,28,C85,2014,36
21042,28,C85,2015,36
21043,28,C88,2004,18
21044,28,C88,2005,18
21045,28,C88,2006,18
21046,28,C88,2009,36
21047,28,C88,2010,18
21048,28,C88,2012,36
21049,28,C88,2013,1
21050,28,C88,2014,18
21051,28,C88,2015,36
21052,28,C90,1999,36
21053,28,C90,2000,36
21054,28,C90,2001,36
21055,28,C90,2002,36
21056,28,C90,2003,36
21057,28,C90,2004,36
21058,28,C90,2005,36
21059,28,C90,2006,36
21060,28,C90,2007,36
21061,28,C90,2008,36
21062,28,C90,2009,36
21063,28,C90,2010,36
21064,28,C90,2011,36
21065,28,C90,2012,36
21066,28,C90,2013,18
21067,28,C90,2014,36
21068,28,C90,2015,36
21069,28,C91,1999,36
21070,28,C91,2000,36
21071,28,C91,2001,36
21072,28,C91,2002,36
21073,28,C91,2003,36
21074,28,C91,2004,36
21075,28,C91,2005,36
21076,28,C91,2006,36
21077,28,C91,2007,36
21078,28,C91,2008,36
21079,28,C91,2009,36
21080,28,C91,2010,36
21081,28,C91,2011,36
21082,28,C91,2012,36
21083,28,C91,2013,25
21084,28,C91,2014,36
21085,28,C91,2015,36
21086,28,C92,1999,36
21087,28,C92,2000,36
21088,28,C92,2001,36
21089,28,C92,2002,36
21090,28,C92,2003,36
21091,28,C92,2004,36
21092,28,C92,2005,36
21093,28,C92,2006,36
21094,28,C92,2007,36
21095,28,C92,2008,36
21096,28,C92,2009,36
21097,28,C92,2010,36
21098,28,C92,2011,36
21099,28,C92,2012,36
21100,28,C92,2013,22
21101,28,C92,2014,36
21102,28,C92,2015,36
21103,28,C93,2006,18
21104,28,C93,2008,18
21105,28,C93,2009,18
21106,28,C93,2012,19
21107,28,C93,2013,1
21108,28,C93,2014,36
21109,28,C93,2015,36
21110,28,C94,2001,18
21111,28,C94,2002,18
21112,28,C94,2004,36
21113,28,C94,2006,18
21114,28,C94,2007,18
21115,28,C94,2008,36
21116,28,C94,2009,18
21117,28,C94,2012,36
21118,28,C94,2013,3
21119,28,C94,2014,36
21120,28,C94,2015,36
21121,28,C95,1999,36
21122,28,C95,2000,36
21123,28,C95,2001,18
21124,28,C95,2002,18
21125,28,C95,2003,36
21126,28,C95,2004,18
21127,28,C95,2005,36
21128,28,C95,2006,36
21129,28,C95,2007,36
21130,28,C95,2008,36
21131,28,C95,2009,18
21132,28,C95,2010,36
21133,28,C95,2011,18
21134,28,C95,2012,36
21135,28,C95,2013,2
21136,28,C95,2014,36
21137,28,C95,2015,36
21138,28,C96,1999,18
21139,28,C96,2001,18
21140,28,C96,2002,36
21141,28,C96,2004,18
21142,28,C96,2005,18
21143,28,C96,2006,18
21144,28,C96,2008,18
21145,28,C96,2009,36
21146,28,C96,2010,18
21147,28,C96,2012,36
21148,28,C96,2013,3
21149,28,C96,2014,36
21150,28,C96,2015,36
21151,28,C97,2006,36
21152,28,C97,2008,36
21153,28,C97,2009,36
21154,28,C97,2010,18
21155,28,C97,2011,18
21156,28,C97,2012,36
21157,28,C97,2013,1
21158,28,C97,2015,36
21159,28,D00,2005,18
21160,28,D00,2012,18
21161,28,D00,2015,36
21162,28,D01,2003,18
21163,28,D01,2005,18
21164,28,D01,2012,36
21165,28,D01,2014,18
21166,28,D01,2015,36
21167,28,D02,2000,18
21168,28,D02,2007,18
21169,28,D02,2012,19
21170,28,D02,2015,36
21171,28,D03,2005,18
21172,28,D03,2006,18
21173,28,D03,2011,18
21174,28,D03,2012,36
21175,28,D03,2015,36
21176,28,D04,2003,18
21177,28,D04,2004,18
21178,28,D04,2005,36
21179,28,D04,2006,18
21180,28,D04,2007,36
21181,28,D04,2008,18
21182,28,D04,2009,36
21183,28,D04,2010,18
21184,28,D04,2012,36
21185,28,D04,2013,2
21186,28,D04,2014,36
21187,28,D04,2015,36
21188,28,D05,2002,18
21189,28,D05,2003,36
21190,28,D05,2005,18
21191,28,D05,2006,18
21192,28,D05,2007,18
21193,28,D05,2008,18
21194,28,D05,2009,18
21195,28,D05,2010,18
21196,28,D05,2011,18
21197,28,D05,2012,36
21198,28,D05,2013,9
21199,28,D05,2014,18
21200,28,D05,2015,36
21201,28,D06,2001,18
21202,28,D06,2002,18
21203,28,D06,2003,18
21204,28,D06,2004,18
21205,28,D06,2005,18
21206,28,D06,2006,18
21207,28,D06,2007,18
21208,28,D06,2008,18
21209,28,D06,2009,18
21210,28,D06,2010,18
21211,28,D06,2011,18
21212,28,D06,2012,18
21213,28,D06,2013,7
21214,28,D06,2014,18
21215,28,D06,2015,36
21216,28,D07,2002,18
21217,28,D07,2003,18
21218,28,D07,2005,18
21219,28,D07,2008,18
21220,28,D07,2009,36
21221,28,D07,2011,18
21222,28,D07,2012,36
21223,28,D07,2013,4
21224,28,D07,2014,36
21225,28,D07,2015,36
21226,28,D09,2003,18
21227,28,D09,2005,18
21228,28,D09,2012,36
21229,28,D09,2014,18
21230,28,D09,2015,36
21231,30,C00,1999,36
21232,30,C00,2000,36
21233,30,C00,2001,36
21234,30,C00,2002,36
21235,30,C00,2003,36
21236,30,C00,2004,36
21237,30,C00,2005,36
21238,30,C00,2006,36
21239,30,C00,2007,36
21240,30,C00,2008,36
21241,30,C00,2009,36
21242,30,C00,2010,36
21243,30,C00,2011,36
21244,30,C00,2012,36
21245,30,C00,2013,13
21246,30,C00,2014,36
21247,30,C00,2015,36
21248,30,C01,1999,18
21249,30,C01,2000,36
21250,30,C01,2001,36
21251,30,C01,2002,36
21252,30,C01,2003,36
21253,30,C01,2004,36
21254,30,C01,2005,36
21255,30,C01,2006,36
21256,30,C01,2007,36
21257,30,C01,2008,36
21258,30,C01,2009,36
21259,30,C01,2010,36
21260,30,C01,2011,36
21261,30,C01,2012,36
21262,30,C01,2013,17
21263,30,C01,2014,36
21264,30,C01,2015,36
21265,30,C02,1999,36
21266,30,C02,2000,36
21267,30,C02,2001,36
21268,30,C02,2002,36
21269,30,C02,2003,36
21270,30,C02,2004,36
21271,30,C02,2005,36
21272,30,C02,2006,36
21273,30,C02,2007,36
21274,30,C02,2008,36
21275,30,C02,2009,36
21276,30,C02,2010,36
21277,30,C02,2011,36
21278,30,C02,2012,36
21279,30,C02,2013,12
21280,30,C02,2014,36
21281,30,C02,2015,36
21282,30,C03,1999,36
21283,30,C03,2000,36
21284,30,C03,2001,36
21285,30,C03,2002,36
21286,30,C03,2003,18
21287,30,C03,2004,36
21288,30,C03,2005,36
21289,30,C03,2006,36
21290,30,C03,2007,36
21291,30,C03,2008,18
21292,30,C03,2009,36
21293,30,C03,2010,36
21294,30,C03,2011,36
21295,30,C03,2012,36
21296,30,C03,2013,5
21297,30,C03,2014,36
21298,30,C03,2015,36
21299,30,C04,1999,36
21300,30,C04,2000,36
21301,30,C04,2001,36
21302,30,C04,2002,36
21303,30,C04,2003,36
21304,30,C04,2004,36
21305,30,C04,2005,36
21306,30,C04,2006,36
21307,30,C04,2007,36
21308,30,C04,2008,36
21309,30,C04,2009,36
21310,30,C04,2010,36
21311,30,C04,2011,36
21312,30,C04,2012,36
21313,30,C04,2013,16
21314,30,C04,2014,36
21315,30,C04,2015,36
21316,30,C05,1999,36
21317,30,C05,2000,36
21318,30,C05,2001,18
21319,30,C05,2002,18
21320,30,C05,2003,36
21321,30,C05,2004,36
21322,30,C05,2005,36
21323,30,C05,2006,36
21324,30,C05,2007,36
21325,30,C05,2008,36
21326,30,C05,2009,36
21327,30,C05,2010,36
21328,30,C05,2011,36
21329,30,C05,2012,36
21330,30,C05,2013,8
21331,30,C05,2014,36
21332,30,C05,2015,36
21333,30,C06,1999,36
21334,30,C06,2000,36
21335,30,C06,2001,36
21336,30,C06,2002,36
21337,30,C06,2003,36
21338,30,C06,2004,36
21339,30,C06,2005,36
21340,30,C06,2006,36
21341,30,C06,2007,36
21342,30,C06,2008,36
21343,30,C06,2009,36
21344,30,C06,2010,36
21345,30,C06,2011,36
21346,30,C06,2012,36
21347,30,C06,2013,12
21348,30,C06,2014,36
21349,30,C06,2015,36
21350,30,C07,1999,36
21351,30,C07,2000,36
21352,30,C07,2001,36
21353,30,C07,2002,36
21354,30,C07,2003,36
21355,30,C07,2004,36
21356,30,C07,2005,36
21357,30,C07,2006,36
21358,30,C07,2007,36
21359,30,C07,2008,36
21360,30,C07,2009,36
21361,30,C07,2010,36
21362,30,C07,2011,36
21363,30,C07,2012,36
21364,30,C07,2013,18
21365,30,C07,2014,36
21366,30,C07,2015,36
21367,30,C08,1999,36
21368,30,C08,2000,36
21369,30,C08,2001,36
21370,30,C08,2002,18
21371,30,C08,2003,18
21372,30,C08,2004,36
21373,30,C08,2005,36
21374,30,C08,2006,36
21375,30,C08,2007,36
21376,30,C08,2008,36
21377,30,C08,2009,36
21378,30,C08,2010,36
21379,30,C08,2011,18
21380,30,C08,2012,36
21381,30,C08,2013,8
21382,30,C08,2014,36
21383,30,C08,2015,36
21384,30,C09,1999,36
21385,30,C09,2000,36
21386,30,C09,2001,36
21387,30,C09,2002,36
21388,30,C09,2003,18
21389,30,C09,2004,36
21390,30,C09,2005,36
21391,30,C09,2006,36
21392,30,C09,2007,36
21393,30,C09,2008,36
21394,30,C09,2009,36
21395,30,C09,2010,36
21396,30,C09,2011,36
21397,30,C09,2012,36
21398,30,C09,2013,19
21399,30,C09,2014,36
21400,30,C09,2015,36
21401,30,C10,1999,18
21402,30,C10,2000,18
21403,30,C10,2001,18
21404,30,C10,2002,18
21405,30,C10,2003,18
21406,30,C10,2004,36
21407,30,C10,2005,18
21408,30,C10,2006,18
21409,30,C10,2007,36
21410,30,C10,2008,36
21411,30,C10,2009,36
21412,30,C10,2010,18
21413,30,C10,2011,36
21414,30,C10,2012,36
21415,30,C10,2013,9
21416,30,C10,2014,36
21417,30,C10,2015,36
21418,30,C11,1999,36
21419,30,C11,2000,36
21420,30,C11,2001,36
21421,30,C11,2002,36
21422,30,C11,2003,36
21423,30,C11,2004,36
21424,30,C11,2005,36
21425,30,C11,2006,36
21426,30,C11,2007,36
21427,30,C11,2008,36
21428,30,C11,2009,36
21429,30,C11,2010,36
21430,30,C11,2011,36
21431,30,C11,2012,36
21432,30,C11,2013,8
21433,30,C11,2014,36
21434,30,C11,2015,36
21435,30,C12,2003,18
21436,30,C12,2004,18
21437,30,C12,2007,18
21438,30,C12,2008,18
21439,30,C12,2009,18
21440,30,C12,2010,18
21441,30,C12,2011,36
21442,30,C12,2012,36
21443,30,C12,2013,6
21444,30,C12,2014,36
21445,30,C12,2015,36
21446,30,C13,1999,18
21447,30,C13,2000,36
21448,30,C13,2001,36
21449,30,C13,2002,36
21450,30,C13,2003,36
21451,30,C13,2004,36
21452,30,C13,2005,36
21453,30,C13,2006,36
21454,30,C13,2007,36
21455,30,C13,2008,36
21456,30,C13,2009,36
21457,30,C13,2010,36
21458,30,C13,2011,36
21459,30,C13,2012,36
21460,30,C13,2013,10
21461,30,C13,2014,36
21462,30,C13,2015,36
21463,30,C14,1999,36
21464,30,C14,2000,36
21465,30,C14,2001,36
21466,30,C14,2002,36
21467,30,C14,2003,36
21468,30,C14,2004,36
21469,30,C14,2005,36
21470,30,C14,2006,36
21471,30,C14,2007,36
21472,30,C14,2008,36
21473,30,C14,2009,36
21474,30,C14,2010,36
21475,30,C14,2011,36
21476,30,C14,2012,36
21477,30,C14,2013,5
21478,30,C14,2014,36
21479,30,C14,2015,36
21480,30,C15,1999,36
21481,30,C15,2000,36
21482,30,C15,2001,36
21483,30,C15,2002,36
21484,30,C15,2003,36
21485,30,C15,2004,36
21486,30,C15,2005,36
21487,30,C15,2006,36
21488,30,C15,2007,36
21489,30,C15,2008,36
21490,30,C15,2009,36
21491,30,C15,2010,36
21492,30,C15,2011,36
21493,30,C15,2012,36
21494,30,C15,2013,21
21495,30,C15,2014,36
21496,30,C15,2015,36
21497,30,C16,1999,36
21498,30,C16,2000,36
21499,30,C16,2001,36
21500,30,C16,2002,36
21501,30,C16,2003,36
21502,30,C16,2004,36
21503,30,C16,2005,36
21504,30,C16,2006,36
21505,30,C16,2007,36
21506,30,C16,2008,36
21507,30,C16,2009,36
21508,30,C16,2010,36
21509,30,C16,2011,36
21510,30,C16,2012,36
21511,30,C16,2013,25
21512,30,C16,2014,36
21513,30,C16,2015,36
21514,30,C17,1999,36
21515,30,C17,2000,36
21516,30,C17,2001,36
21517,30,C17,2002,36
21518,30,C17,2003,36
21519,30,C17,2004,36
21520,30,C17,2005,36
21521,30,C17,2006,36
21522,30,C17,2007,36
21523,30,C17,2008,36
21524,30,C17,2009,36
21525,30,C17,2010,36
21526,30,C17,2011,36
21527,30,C17,2012,36
21528,30,C17,2013,15
21529,30,C17,2014,36
21530,30,C17,2015,36
21531,30,C18,1999,36
21532,30,C18,2000,36
21533,30,C18,2001,36
21534,30,C18,2002,36
21535,30,C18,2003,36
21536,30,C18,2004,36
21537,30,C18,2005,36
21538,30,C18,2006,36
21539,30,C18,2007,36
21540,30,C18,2008,36
21541,30,C18,2009,36
21542,30,C18,2010,36
21543,30,C18,2011,36
21544,30,C18,2012,36
21545,30,C18,2013,27
21546,30,C18,2014,36
21547,30,C18,2015,36
21548,30,C19,1999,36
21549,30,C19,2000,36
21550,30,C19,2001,36
21551,30,C19,2002,36
21552,30,C19,2003,36
21553,30,C19,2004,36
21554,30,C19,2005,36
21555,30,C19,2006,36
21556,30,C19,2007,36
21557,30,C19,2008,36
21558,30,C19,2009,36
21559,30,C19,2010,36
21560,30,C19,2011,36
21561,30,C19,2012,36
21562,30,C19,2013,22
21563,30,C19,2014,36
21564,30,C19,2015,36
21565,30,C20,1999,36
21566,30,C20,2000,36
21567,30,C20,2001,36
21568,30,C20,2002,36
21569,30,C20,2003,36
21570,30,C20,2004,36
21571,30,C20,2005,36
21572,30,C20,2006,36
21573,30,C20,2007,36
21574,30,C20,2008,36
21575,30,C20,2009,36
21576,30,C20,2010,36
21577,30,C20,2011,36
21578,30,C20,2012,36
21579,30,C20,2013,25
21580,30,C20,2014,36
21581,30,C20,2015,36
21582,30,C21,1999,36
21583,30,C21,2000,36
21584,30,C21,2001,36
21585,30,C21,2002,36
21586,30,C21,2003,36
21587,30,C21,2004,36
21588,30,C21,2005,36
21589,30,C21,2006,36
21590,30,C21,2007,36
21591,30,C21,2008,36
21592,30,C21,2009,36
21593,30,C21,2010,36
21594,30,C21,2011,36
21595,30,C21,2012,36
21596,30,C21,2013,12
21597,30,C21,2014,36
21598,30,C21,2015,36
21599,30,C22,1999,36
21600,30,C22,2000,36
21601,30,C22,2001,36
21602,30,C22,2002,36
21603,30,C22,2003,36
21604,30,C22,2004,36
21605,30,C22,2005,36
21606,30,C22,2006,36
21607,30,C22,2007,36
21608,30,C22,2008,36
21609,30,C22,2009,36
21610,30,C22,2010,36
21611,30,C22,2011,36
21612,30,C22,2012,36
21613,30,C22,2013,22
21614,30,C22,2014,36
21615,30,C22,2015,36
21616,30,C23,1999,36
21617,30,C23,2000,36
21618,30,C23,2001,36
21619,30,C23,2002,36
21620,30,C23,2003,36
21621,30,C23,2004,36
21622,30,C23,2005,36
21623,30,C23,2006,36
21624,30,C23,2007,36
21625,30,C23,2008,36
21626,30,C23,2009,36
21627,30,C23,2010,36
21628,30,C23,2011,36
21629,30,C23,2012,36
21630,30,C23,2013,15
21631,30,C23,2014,36
21632,30,C23,2015,36
21633,30,C24,1999,36
21634,30,C24,2000,36
21635,30,C24,2001,36
21636,30,C24,2002,36
21637,30,C24,2003,36
21638,30,C24,2004,36
21639,30,C24,2005,36
21640,30,C24,2006,36
21641,30,C24,2007,36
21642,30,C24,2008,36
21643,30,C24,2009,36
21644,30,C24,2010,36
21645,30,C24,2011,36
21646,30,C24,2012,36
21647,30,C24,2013,19
21648,30,C24,2014,36
21649,30,C24,2015,36
21650,30,C25,1999,36
21651,30,C25,2000,36
21652,30,C25,2001,36
21653,30,C25,2002,36
21654,30,C25,2003,36
21655,30,C25,2004,36
21656,30,C25,2005,36
21657,30,C25,2006,36
21658,30,C25,2007,36
21659,30,C25,2008,36
21660,30,C25,2009,36
21661,30,C25,2010,36
21662,30,C25,2011,36
21663,30,C25,2012,36
21664,30,C25,2013,23
21665,30,C25,2014,36
21666,30,C25,2015,36
21667,30,C26,1999,36
21668,30,C26,2000,36
21669,30,C26,2001,36
21670,30,C26,2002,36
21671,30,C26,2003,36
21672,30,C26,2004,36
21673,30,C26,2005,36
21674,30,C26,2006,36
21675,30,C26,2007,36
21676,30,C26,2008,36
21677,30,C26,2009,36
21678,30,C26,2010,36
21679,30,C26,2011,36
21680,30,C26,2012,36
21681,30,C26,2013,11
21682,30,C26,2014,36
21683,30,C26,2015,36
21684,30,C30,1999,36
21685,30,C30,2000,36
21686,30,C30,2001,36
21687,30,C30,2002,36
21688,30,C30,2003,36
21689,30,C30,2004,36
21690,30,C30,2005,36
21691,30,C30,2006,36
21692,30,C30,2007,36
21693,30,C30,2008,36
21694,30,C30,2009,36
21695,30,C30,2010,36
21696,30,C30,2011,36
21697,30,C30,2012,36
21698,30,C30,2013,16
21699,30,C30,2014,36
21700,30,C30,2015,36
21701,30,C31,1999,36
21702,30,C31,2000,36
21703,30,C31,2001,36
21704,30,C31,2002,36
21705,30,C31,2003,36
21706,30,C31,2004,36
21707,30,C31,2005,36
21708,30,C31,2006,36
21709,30,C31,2007,36
21710,30,C31,2008,36
21711,30,C31,2009,36
21712,30,C31,2010,36
21713,30,C31,2011,36
21714,30,C31,2012,36
21715,30,C31,2013,8
21716,30,C31,2014,36
21717,30,C31,2015,36
21718,30,C32,1999,36
21719,30,C32,2000,36
21720,30,C32,2001,36
21721,30,C32,2002,36
21722,30,C32,2003,36
21723,30,C32,2004,36
21724,30,C32,2005,36
21725,30,C32,2006,36
21726,30,C32,2007,36
21727,30,C32,2008,36
21728,30,C32,2009,36
21729,30,C32,2010,36
21730,30,C32,2011,36
21731,30,C32,2012,36
21732,30,C32,2013,20
21733,30,C32,2014,36
21734,30,C32,2015,36
21735,30,C33,1999,18
21736,30,C33,2000,36
21737,30,C33,2001,18
21738,30,C33,2002,18
21739,30,C33,2003,36
21740,30,C33,2004,18
21741,30,C33,2005,18
21742,30,C33,2006,18
21743,30,C33,2007,18
21744,30,C33,2008,18
21745,30,C33,2009,36
21746,30,C33,2010,36
21747,30,C33,2011,18
21748,30,C33,2012,36
21749,30,C33,2013,2
21750,30,C33,2014,18
21751,30,C33,2015,36
21752,30,C34,1999,36
21753,30,C34,2000,36
21754,30,C34,2001,36
21755,30,C34,2002,36
21756,30,C34,2003,36
21757,30,C34,2004,36
21758,30,C34,2005,36
21759,30,C34,2006,36
21760,30,C34,2007,36
21761,30,C34,2008,36
21762,30,C34,2009,36
21763,30,C34,2010,36
21764,30,C34,2011,36
21765,30,C34,2012,36
21766,30,C34,2013,23
21767,30,C34,2014,36
21768,30,C34,2015,36
21769,30,C37,1999,36
21770,30,C37,2000,18
21771,30,C37,2001,36
21772,30,C37,2002,36
21773,30,C37,2003,18
21774,30,C37,2004,36
21775,30,C37,2005,18
21776,30,C37,2006,18
21777,30,C37,2007,36
21778,30,C37,2008,36
21779,30,C37,2009,18
21780,30,C37,2010,18
21781,30,C37,2011,36
21782,30,C37,2012,36
21783,30,C37,2013,6
21784,30,C37,2014,36
21785,30,C37,2015,36
21786,30,C38,1999,36
21787,30,C38,2000,36
21788,30,C38,2001,36
21789,30,C38,2002,36
21790,30,C38,2003,36
21791,30,C38,2004,36
21792,30,C38,2005,36
21793,30,C38,2006,36
21794,30,C38,2007,36
21795,30,C38,2008,36
21796,30,C38,2009,36
21797,30,C38,2010,36
21798,30,C38,2011,36
21799,30,C38,2012,36
21800,30,C38,2013,14
21801,30,C38,2014,36
21802,30,C38,2015,36
21803,30,C39,1999,18
21804,30,C39,2001,36
21805,30,C39,2003,36
21806,30,C39,2004,18
21807,30,C39,2005,18
21808,30,C39,2006,18
21809,30,C39,2008,18
21810,30,C39,2009,18
21811,30,C39,2010,18
21812,30,C39,2011,18
21813,30,C39,2012,36
21814,30,C39,2015,36
21815,30,C40,1999,36
21816,30,C40,2000,36
21817,30,C40,2001,36
21818,30,C40,2002,36
21819,30,C40,2003,36
21820,30,C40,2004,36
21821,30,C40,2005,36
21822,30,C40,2006,36
21823,30,C40,2007,36
21824,30,C40,2008,36
21825,30,C40,2009,36
21826,30,C40,2010,36
21827,30,C40,2011,36
21828,30,C40,2012,36
21829,30,C40,2013,9
21830,30,C40,2014,36
21831,30,C40,2015,36
21832,30,C41,1999,36
21833,30,C41,2000,36
21834,30,C41,2001,36
21835,30,C41,2002,36
21836,30,C41,2003,36
21837,30,C41,2004,36
21838,30,C41,2005,36
21839,30,C41,2006,36
21840,30,C41,2007,36
21841,30,C41,2008,36
21842,30,C41,2009,36
21843,30,C41,2010,36
21844,30,C41,2011,36
21845,30,C41,2012,36
21846,30,C41,2013,13
21847,30,C41,2014,36
21848,30,C41,2015,36
21849,30,C43,1999,36
21850,30,C43,2000,36
21851,30,C43,2001,36
21852,30,C43,2002,36
21853,30,C43,2003,36
21854,30,C43,2004,36
21855,30,C43,2005,36
21856,30,C43,2006,36
21857,30,C43,2007,36
21858,30,C43,2008,36
21859,30,C43,2009,36
